effect_id,card_id,card_name,card_class,kind,ordinal,name,text,printed_cost,printed_damage,engine_source_path,engine_source_line_start,engine_source_line_end,engine_starter,engine_method_calls,engine_effect_tokens,generic_extraction,current_encoder,audit_status
card:93:ability:0,93,Dipplin,pokemon,ability,0,[Ability] Festival Lead,"If Festival Grounds is in play, this Pokémon may use an attack it has twice. If the first attack Knocks Out your opponent’s Active Pokémon, you may attack again after your opponent chooses a new Active Pokémon.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,791,794,abilityBattleField,"[""abilityBattleField"",""textEn"",""effectFestivalLead""]",[],"{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:93:attack:0,93,Dipplin,pokemon,attack,0,Do the Wave,This attack does 20 damage for each of your Benched Pokémon.,{G},20×,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,794,798,attack,"[""attack"",""textEn"",""preEffect"",""eVal"",""targetBench""]","[""AttackDamageChangeTargetCount"",""Me""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":20,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:96:tera:0,96,Teal Mask Ogerpon ex,pokemon,tera,0,[Tera],"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,827,827,tera,"[""tera""]",[],"{""raw"":null,""status"":""not_applicable""}","{""included"":false,""raw"":null,""reason"":""Tera not represented by current tag blocks""}",pending
card:96:ability:0,96,Teal Mask Ogerpon ex,pokemon,ability,0,[Ability] Teal Dance,"Once during your turn, you may attach a Basic {G} Energy card from your hand to this Pokémon. If you attached Energy to a Pokémon in this way, draw a card.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,828,833,activateSkillOnceTurn,"[""activateSkillOnceTurn"",""textEn"",""effectHandAttachEnergyMe"",""targetCardId"",""separator"",""effectDraw""]","[""GRASS_ENERGY""]","{""raw"":{""barrier"":0,""damage"":0,""draw"":1,""energy_active"":1,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":1,""energy_active"":1,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:96:attack:0,96,Teal Mask Ogerpon ex,pokemon,attack,0,Myriad Leaf Shower,This attack does 30 more damage for each Energy attached to both Active Pokémon.,{G}{G}{G},30,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,833,837,attack,"[""attack"",""textEn"",""preEffect"",""eVal"",""targetActive""]","[""AttackDamageChangeEnergyCount"",""Both""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":30,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":3,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:104:ability:0,104,Froslass,pokemon,ability,0,[Ability] Freezing Shroud,"During Pokémon Checkup, put 1 damage counter on each Pokémon that has an Ability (both yours and your opponent’s), except any Froslass.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,889,893,abilityBattleField,"[""abilityBattleField"",""textEn"",""trigger"",""effect"",""eVal"",""targetPokemon"",""targetCondition"",""targetNotMyName""]","[""TriggerType"",""PokemonCheckup"",""DamageCounter"",""Both"",""TargetType"",""HasAbility""]","{""raw"":{""barrier"":0,""damage"":10,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":10,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:104:attack:0,104,Froslass,pokemon,attack,0,Frost Smash,,{W}●,60,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,893,896,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":60,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:108:tera:0,108,Wellspring Mask Ogerpon ex,pokemon,tera,0,[Tera],"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,935,935,tera,"[""tera""]",[],"{""raw"":null,""status"":""not_applicable""}","{""included"":false,""raw"":null,""reason"":""Tera not represented by current tag blocks""}",pending
card:108:attack:0,108,Wellspring Mask Ogerpon ex,pokemon,attack,0,Sob,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",●,20,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,936,939,attack,"[""attack"",""textEn"",""postEffectActiveEnemy""]","[""CannotRetreatNextTurn""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":1,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":20,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":1,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:108:attack:1,108,Wellspring Mask Ogerpon ex,pokemon,attack,1,Torrential Pump,"You may shuffle 3 Energy attached to this Pokémon into your deck. If you do, this attack also does 120 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)",{W}●●,100,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,939,947,attack,"[""attack"",""textEn"",""setPostEffect"",""existEnemyBench"",""postEffectSelectActivate"",""effect"",""targetAttachedEnergy"",""targetCondition"",""selectEnergy"",""postEffectDamageBench""]","[""ToDeckAndShuffle"",""Me"",""TargetType"",""AttachedMe""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":120},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":100,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":3,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":120},""reason"":null}",pending
card:109:ability:0,109,Abra,pokemon,ability,0,[Ability] Teleporter,"Once during your turn, if this Pokémon is in the Active Spot, you may shuffle it and all attached cards into your deck.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,952,956,activateSkillOnceTurnActive,"[""activateSkillOnceTurnActive"",""textEn"",""effectMe"",""effectShuffle""]","[""ToDeckWithAttach""]","{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:109:attack:0,109,Abra,pokemon,attack,0,Beam,,{P},10,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,956,959,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":10,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:112:ability:0,112,Munkidori,pokemon,ability,0,[Ability] Adrena-Brain,"Once during your turn, if this Pokémon has any {D} Energy attached, you may move up to 3 damage counters from 1 of your Pokémon to 1 of your opponent’s Pokémon.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,964,970,activateSkillOnceTurn,"[""activateSkillOnceTurn"",""textEn"",""conditionAttachEnergyMe"",""existDamaged"",""effect"",""eVal"",""targetPokemon"",""targetDamaged"",""singleSelect"",""effect"",""targetPokemon"",""singleSelect""]","[""Darkness"",""RemoveDamageCounter"",""Me"",""DamageCounterRemoved"",""Enemy""]","{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":30,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":30,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:112:attack:0,112,Munkidori,pokemon,attack,0,Mind Bend,Your opponent’s Active Pokémon is now Confused.,{P}●,60,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,970,974,attack,"[""attack"",""textEn"",""postEffect""]","[""Confuse"",""Enemy""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":60,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:116:ability:0,116,Okidogi,pokemon,ability,0,[Ability] Adrena-Power,"If this Pokémon has any {D} Energy attached, it gets +100 HP, and the attacks it uses do 100 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance).",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1011,1016,abilityBattleField,"[""abilityBattleField"",""textEn"",""conditionAttachEnergyMe"",""effectMe"",""eVal"",""effectMe"",""eVal""]","[""Darkness"",""MaxHpChange"",""DamageChangeActive""]","{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:116:attack:0,116,Okidogi,pokemon,attack,0,Good Punch,,{F}{F},70,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1016,1019,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":70,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:117:tera:0,117,Cornerstone Mask Ogerpon ex,pokemon,tera,0,[Tera],"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1023,1023,tera,"[""tera""]",[],"{""raw"":null,""status"":""not_applicable""}","{""included"":false,""raw"":null,""reason"":""Tera not represented by current tag blocks""}",pending
card:117:ability:0,117,Cornerstone Mask Ogerpon ex,pokemon,ability,0,[Ability] Cornerstone Stance,Prevent all damage from attacks done to this Pokémon by your opponent’s Pokémon that have an Ability.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1024,1027,abilityBattleField,"[""abilityBattleField"",""textEn"",""effectMe""]","[""NoDamageEnemyAbilityPokemonAttack""]","{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":1,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:117:attack:0,117,Cornerstone Mask Ogerpon ex,pokemon,attack,0,Demolish,"This attack’s damage isn’t affected by Weakness or Resistance, or by any effects on your opponent’s Active Pokémon.",{F}●●,140,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1027,1031,attack,"[""attack"",""textEn"",""noTargetEffectAndWeakness""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":140,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":3,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:119:attack:0,119,Dreepy,pokemon,attack,0,Petty Grudge,,{P},10,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1034,1036,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":10,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:119:attack:1,119,Dreepy,pokemon,attack,1,Bite,,{R}{P},40,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1036,1039,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":40,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:120:ability:0,120,Drakloak,pokemon,ability,0,[Ability] Recon Directive,"Once during your turn, you may look at the top 2 cards of your deck and put 1 of them into your hand. Put the other card on the bottom of your deck.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1043,1046,activateSkillOnceTurn,"[""activateSkillOnceTurn"",""textEn"",""effectLookAndToHandReverseRestDeckBottom""]",[],"{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:120:attack:0,120,Drakloak,pokemon,attack,0,Dragon Headbutt,,{R}{P},70,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1046,1049,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":70,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
