card_id,card_name,card_class,subtype,metadata_resolved,dataset_dates,source_archives,games_with_card,decks_with_card,total_copies,min_copies_in_containing_deck,max_copies_in_containing_deck,first_dataset_date,last_dataset_date,per_date
1159,Hero’s Cape,trainer,Pokémon Tool,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",9074,10936,10936,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":4121,""games_with_card"":3318,""total_copies"":4121},""2026-07-13"":{""decks_with_card"":3553,""games_with_card"":2981,""total_copies"":3553},""2026-07-14"":{""decks_with_card"":3262,""games_with_card"":2775,""total_copies"":3262}}"
1161,Handheld Fan,trainer,Pokémon Tool,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1908,1942,3426,1,3,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":527,""games_with_card"":515,""total_copies"":828},""2026-07-13"":{""decks_with_card"":710,""games_with_card"":697,""total_copies"":1258},""2026-07-14"":{""decks_with_card"":705,""games_with_card"":696,""total_copies"":1340}}"
1166,Gravity Gemstone,trainer,Pokémon Tool,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",197,197,788,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":146,""games_with_card"":146,""total_copies"":584},""2026-07-13"":{""decks_with_card"":50,""games_with_card"":50,""total_copies"":200},""2026-07-14"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":4}}"
1167,Deluxe Bomb,trainer,Pokémon Tool,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",950,950,950,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":295,""games_with_card"":295,""total_copies"":295},""2026-07-13"":{""decks_with_card"":441,""games_with_card"":441,""total_copies"":441},""2026-07-14"":{""decks_with_card"":214,""games_with_card"":214,""total_copies"":214}}"
1173,Cynthia's Power Weight,trainer,Pokémon Tool,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",850,866,2639,2,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":567,""games_with_card"":553,""total_copies"":1712},""2026-07-13"":{""decks_with_card"":217,""games_with_card"":215,""total_copies"":671},""2026-07-14"":{""decks_with_card"":82,""games_with_card"":82,""total_copies"":256}}"
1174,Air Balloon,trainer,Pokémon Tool,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",784,786,1369,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":112,""games_with_card"":112,""total_copies"":336},""2026-07-13"":{""decks_with_card"":239,""games_with_card"":237,""total_copies"":392},""2026-07-14"":{""decks_with_card"":435,""games_with_card"":435,""total_copies"":641}}"
1175,Brave Bangle,trainer,Pokémon Tool,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1674,1706,2787,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":452,""games_with_card"":452,""total_copies"":453},""2026-07-13"":{""decks_with_card"":510,""games_with_card"":505,""total_copies"":510},""2026-07-14"":{""decks_with_card"":744,""games_with_card"":717,""total_copies"":1824}}"
1176,Punk Helmet,trainer,Pokémon Tool,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",3,3,6,2,2,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":2,""games_with_card"":2,""total_copies"":4},""2026-07-13"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":2}}"
1182,Boss’s Orders,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",14844,26337,66808,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":8374,""games_with_card"":4954,""total_copies"":21686},""2026-07-13"":{""decks_with_card"":8790,""games_with_card"":4986,""total_copies"":22368},""2026-07-14"":{""decks_with_card"":9173,""games_with_card"":4904,""total_copies"":22754}}"
1184,Lana’s Aid,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",10465,13165,14288,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":3890,""games_with_card"":3213,""total_copies"":4452},""2026-07-13"":{""decks_with_card"":4498,""games_with_card"":3559,""total_copies"":4835},""2026-07-14"":{""decks_with_card"":4777,""games_with_card"":3693,""total_copies"":5001}}"
1185,Explorer’s Guidance,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",308,309,1220,3,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":125,""games_with_card"":125,""total_copies"":488},""2026-07-13"":{""decks_with_card"":171,""games_with_card"":170,""total_copies"":680},""2026-07-14"":{""decks_with_card"":13,""games_with_card"":13,""total_copies"":52}}"
1186,Eri,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",608,617,1136,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":426,""games_with_card"":417,""total_copies"":766},""2026-07-13"":{""decks_with_card"":151,""games_with_card"":151,""total_copies"":292},""2026-07-14"":{""decks_with_card"":40,""games_with_card"":40,""total_copies"":78}}"
1187,Morty’s Conviction,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",23,23,82,2,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":7,""games_with_card"":7,""total_copies"":22},""2026-07-13"":{""decks_with_card"":14,""games_with_card"":14,""total_copies"":56},""2026-07-14"":{""decks_with_card"":2,""games_with_card"":2,""total_copies"":4}}"
1188,Ciphermaniac’s Codebreaking,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",3,3,3,1,1,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":2,""games_with_card"":2,""total_copies"":2},""2026-07-13"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":1}}"
1189,Salvatore,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",458,459,922,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":106,""games_with_card"":106,""total_copies"":224},""2026-07-13"":{""decks_with_card"":79,""games_with_card"":78,""total_copies"":150},""2026-07-14"":{""decks_with_card"":274,""games_with_card"":274,""total_copies"":548}}"
1191,Kieran,trainer,Supporter,True,"[""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",198,198,396,2,2,2026-07-14,2026-07-14,"{""2026-07-14"":{""decks_with_card"":198,""games_with_card"":198,""total_copies"":396}}"
1192,Carmine,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1168,1178,3628,2,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":482,""games_with_card"":472,""total_copies"":1532},""2026-07-13"":{""decks_with_card"":462,""games_with_card"":462,""total_copies"":1389},""2026-07-14"":{""decks_with_card"":234,""games_with_card"":234,""total_copies"":707}}"
1194,Colress’s Tenacity,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",431,436,690,1,3,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":287,""games_with_card"":282,""total_copies"":439},""2026-07-13"":{""decks_with_card"":90,""games_with_card"":90,""total_copies"":130},""2026-07-14"":{""decks_with_card"":59,""games_with_card"":59,""total_copies"":121}}"
1195,Janine’s Secret Art,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",3,3,3,1,1,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":2,""games_with_card"":2,""total_copies"":2},""2026-07-13"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":1}}"
1197,Xerosic’s Machinations,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",14514,23985,69391,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":8011,""games_with_card"":4871,""total_copies"":21629},""2026-07-13"":{""decks_with_card"":7934,""games_with_card"":4853,""total_copies"":23325},""2026-07-14"":{""decks_with_card"":8040,""games_with_card"":4790,""total_copies"":24437}}"
1198,Crispin,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1474,1526,5427,2,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":1018,""games_with_card"":970,""total_copies"":3609},""2026-07-13"":{""decks_with_card"":314,""games_with_card"":311,""total_copies"":1072},""2026-07-14"":{""decks_with_card"":194,""games_with_card"":193,""total_copies"":746}}"
1202,Drayton,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",310,313,499,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":178,""games_with_card"":175,""total_copies"":254},""2026-07-13"":{""decks_with_card"":116,""games_with_card"":116,""total_copies"":221},""2026-07-14"":{""decks_with_card"":19,""games_with_card"":19,""total_copies"":24}}"
1203,Surfer,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",567,580,580,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":375,""games_with_card"":364,""total_copies"":375},""2026-07-13"":{""decks_with_card"":157,""games_with_card"":155,""total_copies"":157},""2026-07-14"":{""decks_with_card"":48,""games_with_card"":48,""total_copies"":48}}"
1204,Lisia’s Appeal,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",492,497,623,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":372,""games_with_card"":367,""total_copies"":464},""2026-07-13"":{""decks_with_card"":108,""games_with_card"":108,""total_copies"":142},""2026-07-14"":{""decks_with_card"":17,""games_with_card"":17,""total_copies"":17}}"
1205,Cyrano,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",21,21,54,2,3,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":16,""games_with_card"":16,""total_copies"":42},""2026-07-13"":{""decks_with_card"":4,""games_with_card"":4,""total_copies"":10},""2026-07-14"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":2}}"
1206,Larry’s Skill,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",24,24,25,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":14,""games_with_card"":14,""total_copies"":14},""2026-07-13"":{""decks_with_card"":9,""games_with_card"":9,""total_copies"":10},""2026-07-14"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":1}}"
1208,Iris’s Fighting Spirit,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",219,220,314,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":156,""games_with_card"":155,""total_copies"":248},""2026-07-13"":{""decks_with_card"":51,""games_with_card"":51,""total_copies"":51},""2026-07-14"":{""decks_with_card"":13,""games_with_card"":13,""total_copies"":15}}"
1210,Brock’s Scouting,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",944,954,3653,2,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":551,""games_with_card"":541,""total_copies"":2161},""2026-07-13"":{""decks_with_card"":237,""games_with_card"":237,""total_copies"":830},""2026-07-14"":{""decks_with_card"":166,""games_with_card"":166,""total_copies"":662}}"
1211,Black Belt’s Training,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",208,208,217,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":9,""games_with_card"":9,""total_copies"":17},""2026-07-13"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":2},""2026-07-14"":{""decks_with_card"":198,""games_with_card"":198,""total_copies"":198}}"
1212,Cook,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",169,169,187,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":79,""games_with_card"":79,""total_copies"":93},""2026-07-13"":{""decks_with_card"":69,""games_with_card"":69,""total_copies"":73},""2026-07-14"":{""decks_with_card"":21,""games_with_card"":21,""total_copies"":21}}"
1213,Judge,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1791,1832,4240,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":1001,""games_with_card"":965,""total_copies"":1875},""2026-07-13"":{""decks_with_card"":538,""games_with_card"":533,""total_copies"":1553},""2026-07-14"":{""decks_with_card"":293,""games_with_card"":293,""total_copies"":812}}"
1216,Team Rocket's Ariana,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1224,1229,4916,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":457,""games_with_card"":457,""total_copies"":1828},""2026-07-13"":{""decks_with_card"":520,""games_with_card"":515,""total_copies"":2080},""2026-07-14"":{""decks_with_card"":252,""games_with_card"":252,""total_copies"":1008}}"
1217,Team Rocket's Archer,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1224,1229,1463,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":457,""games_with_card"":457,""total_copies"":469},""2026-07-13"":{""decks_with_card"":520,""games_with_card"":515,""total_copies"":541},""2026-07-14"":{""decks_with_card"":252,""games_with_card"":252,""total_copies"":453}}"
1218,Team Rocket's Giovanni,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1224,1229,3703,3,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":457,""games_with_card"":457,""total_copies"":1377},""2026-07-13"":{""decks_with_card"":520,""games_with_card"":515,""total_copies"":1570},""2026-07-14"":{""decks_with_card"":252,""games_with_card"":252,""total_copies"":756}}"
1219,Team Rocket's Petrel,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",3342,3510,13980,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":1000,""games_with_card"":945,""total_copies"":3991},""2026-07-13"":{""decks_with_card"":1275,""games_with_card"":1213,""total_copies"":5097},""2026-07-14"":{""decks_with_card"":1235,""games_with_card"":1184,""total_copies"":4892}}"
1220,Team Rocket's Proton,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1224,1229,4916,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":457,""games_with_card"":457,""total_copies"":1828},""2026-07-13"":{""decks_with_card"":520,""games_with_card"":515,""total_copies"":2080},""2026-07-14"":{""decks_with_card"":252,""games_with_card"":252,""total_copies"":1008}}"
1223,Harlequin,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",32,32,64,2,2,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":12},""2026-07-13"":{""decks_with_card"":26,""games_with_card"":26,""total_copies"":52}}"
1224,Cheren,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",777,777,1554,2,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":105,""games_with_card"":105,""total_copies"":210},""2026-07-13"":{""decks_with_card"":269,""games_with_card"":269,""total_copies"":538},""2026-07-14"":{""decks_with_card"":403,""games_with_card"":403,""total_copies"":806}}"
1225,Hilda,trainer,Supporter,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",14028,22083,83778,2,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":7125,""games_with_card"":4636,""total_copies"":27027},""2026-07-13"":{""decks_with_card"":7523,""games_with_card"":4739,""total_copies"":28649},""2026-07-14"":{""decks_with_card"":7435,""games_with_card"":4653,""total_copies"":28102}}"
